"city","n_cases","date_reported","url"
"West Adams",1,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"West Hills",3,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"West Hollywood",12,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"West Los Angeles",2,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"West Vernon",1,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"Westchester",3,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"Westwood",2,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"Whittier",2,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"Woodland Hills",3,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
"Under Investigation",30,2020-03-19,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2273"
