"city","n_cases","date_reported","url"
"Lynwood",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Manhattan Beach",7,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Mar Vista",4,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Melrose",12,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Miracle Mile",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Montebello",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Monterey Park",3,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"North Hollywood",5,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Northridge",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Pacific Palisades",7,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Palms",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Park La Brea",4,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Playa Vista",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Redondo Beach",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Reseda",3,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"San Dimas",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"San Fernando",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"San Pedro",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Santa Clarita",4,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Santa Monica",5,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Santa Monica Mountains",3,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Sherman Oaks",7,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Silverlake",3,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"South El Monte",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"South Pasadena",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"South Whittier",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Stevenson Ranch",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Studio City",4,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Sun Valley",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Sunland",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Sylmar",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Tarzana",7,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Torrance",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Tujunga",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"University Park",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Valley Glen",6,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Van Nuys",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Venice",6,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Vermont Knolls",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Vermont Vista",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Vernon Central",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Walnut",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"West Adams",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"West Covina",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"West Hills",4,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"West Hollywood",18,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"West Los Angeles",3,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"West Vernon",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Westchester",3,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Westlake",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Westwood",5,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Whittier",2,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Winnetka",1,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Woodland Hills",5,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
"Under Investigation",31,2020-03-21,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2275"
