"city","n_cases","date_reported","url"
"Downtown",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Duarte",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Eagle Rock",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"East Hollywood",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"East Los Angeles",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Echo Park",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"El Segundo",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Encino",10,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Exposition Park",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Florence",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Gardena",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Glendale",9,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Glendora",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Granada Hills",5,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Hancock Park",6,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Hawthorne",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Hollywood",14,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Hollywood Hills",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Hyde Park",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Inglewood",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Koreatown",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"La Canada Flintridge",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"La Mirada",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"La Verne",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lake Balboa",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lakewood",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lancaster",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lawndale",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lincoln Heights",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lomita",8,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Los Feliz",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Lynwood",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Manhattan Beach",9,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Mar Vista",6,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Melrose",19,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Miracle Mile",5,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Monterey Park",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"North Hollywood",9,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Northridge",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Pacific Palisades",8,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Palmdale",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Palms",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Paramount",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Park La Brea",6,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Playa Vista",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Rancho Palos Verdes",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Redondo Beach",5,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Reseda",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"San Dimas",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"San Fernando",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"San Pedro",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Santa Clarita",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Santa Monica",12,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Santa Monica Mountains",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Sherman Oaks",8,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Silverlake",4,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"South El Monte",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"South Gate",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"South Park",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"South Pasadena",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"South Whittier",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Stevenson Ranch",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Studio City",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Sun Valley",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Sunland",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Sylmar",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Tarzana",8,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Temple",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Torrance",4,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Tujunga",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"University Park",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Valley Glen",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Van Nuys",4,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Venice",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Vermont Knolls",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Vermont Vista",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Vernon Central",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Walnut",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"West Adams",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"West Covina",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"West Hills",4,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"West Hollywood",23,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"West Los Angeles",4,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"West Vernon",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Westchester",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Westlake",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Westwood",6,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Whittier",2,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Wilmington",3,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Wilshire Center",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Winnetka",1,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Woodland Hills",7,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
"Under Investigation",61,2020-03-23,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2279"
