"city","n_cases","date_reported","url"
"Los Angeles  West Hills",3,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  West Los Angeles",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  West Vernon",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Westchester",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Woodland Hills",3,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Lynwood",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Manhattan Beach",4,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Monterey Park",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"San Dimas",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Santa Clarita",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Santa Monica",3,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"South Pasadena",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Torrance",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Walnut",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"West Hollywood",11,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"City of Los Angeles  Communities < 25000",32,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"County Los Angeles  Unincorporated Areas, Cities and   Communities < 25000",30,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
