"city","n_cases","date_reported","url"
"Lawndale",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Lomita",5,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Lynwood",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Manhattan Beach",6,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Mar Vista",3,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Melrose",11,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Miracle Mile",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Monterey Park",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"North Hollywood",5,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Northridge",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Pacific Palisades",6,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Palms",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Park La Brea",4,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Playa Vista",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Redondo Beach",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Reseda",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"San Dimas",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"San Fernando",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"San Pedro",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Santa Clarita",4,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Santa Monica",4,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Santa Monica Mountains",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Sherman Oaks",6,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"South El Monte",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"South Pasadena",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"South Whittier",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Stevenson Ranch",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Studio City",3,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Sylmar",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Tarzana",6,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Torrance",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Tujunga",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"University Park",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Valley Glen",3,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Van Nuys",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Venice",4,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Vermont Knolls",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Walnut",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"West Adams",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"West Hills",3,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"West Hollywood",15,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"West Los Angeles",3,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"West Vernon",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Westchester",3,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Westwood",5,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Whittier",2,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Winnetka",1,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Woodland Hills",4,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
"Under Investigation",39,2020-03-20,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2274"
