"city","n_cases","date_reported","url"
"Norwalk",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Pacific Palisades",9,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Palmdale",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Palms",6,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Paramount",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Park La Brea",8,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Pico",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Pico Rivera",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Playa Vista",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Porter Ranch",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Rancho Palos Verdes",3,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Redondo Beach",7,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Reseda",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"San Dimas",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"San Fernando",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"San Gabriel",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"San Pedro",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Santa Clarita",7,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Santa Monica",16,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Santa Monica Mountains",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Sherman Oaks",10,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Silverlake",5,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"South El Monte",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"South Gate",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"South Park",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"South Pasadena",3,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"South Whittier",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Stevenson Ranch",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Studio City",7,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Sun Valley",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Sunland",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Sylmar",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Tarzana",9,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Temple",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Torrance",5,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Tujunga",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"University Park",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Valley Glen",9,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Van Nuys",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Venice",8,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Vermont Knolls",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Vermont Vista",3,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Vernon Central",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Walnut",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"West Adams",3,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"West Covina",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"West Hills",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"West Hollywood",31,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"West Los Angeles",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"West Vernon",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Westchester",3,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Westlake",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Westwood",6,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Whittier",3,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Wholesale District",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Willowbrook",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Wilmington",4,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Wilshire Center",1,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Winnetka",2,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Woodland Hills",8,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
"Under Investigation",62,2020-03-24,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2280"
